"AUTHOR","titleyear","2CZY","A","CZY","HIBA","Mozhe","Nevzhe","NOQWORD","GENRE","PUBYEAR","BIRTHYEAR","Birthreg","macroreg","czyperc","ALLSUM"
"Ольга Дучимінська","Бабуся-1935",0,0,0,0,0,0,1,NA,1935,"1883","UA-LVV-REG","west",0,1
"Ольга Дучимінська","В суді-1931",0,1,2,0,1,0,9,"FIC",1931,"1883","UA-LVV-REG","west",0.153846153846154,13
"Ольга Дучимінська","Дзвони-1917",1,2,2,0,0,0,2,"FIC",1917,"1883","UA-LVV-REG","west",0.333333333333333,7
"Ольга Дучимінська","Казка гірської річки-1923",1,1,2,0,0,0,1,"FIC",1923,"1883","UA-LVV-REG","west",0.5,5
"Ольга Дучимінська","Маляр-1924",0,0,1,0,0,0,0,"FIC",1924,"1883","UA-LVV-REG","west",1,1
"Ольга Дучимінська","Одурена-1929",0,2,2,0,0,0,1,"FIC",1929,"1883","UA-LVV-REG","west",0.4,5
"Ольга Дучимінська","По ранніх росах-1935",0,2,0,0,0,0,0,NA,1935,"1883","UA-LVV-REG","west",0,2
"Ольга Дучимінська","Різдвяна казка-1931",0,1,3,0,0,0,1,"FIC",1931,"1883","UA-LVV-REG","west",0.6,5
"Ольга Дучимінська","Смерть Василька-1932",0,2,3,0,1,0,9,"FIC",1932,"1883","UA-LVV-REG","west",0.2,15
"Ольга Дучимінська","Така вже доля…-1935",0,0,0,0,1,0,0,NA,1935,"1883","UA-LVV-REG","west",0,1
"Ольга Дучимінська","Христос і поет-1926",0,0,0,0,0,0,1,"FIC",1926,"1883","UA-LVV-REG","west",0,1
"Ольга Кобилянська","Valse melancolique-1897",2,7,5,2,3,0,44,"FIC",1897,"1863","RO","NA",0.0819672131147541,63
"Ольга Кобилянська","Аристократка-1891",0,1,2,0,0,0,2,"FIC",1891,"1863","RO","NA",0.4,5
"Ольга Кобилянська","Битва-1895",0,0,0,0,0,0,2,"FIC",1895,"1863","RO","NA",0,2
"Ольга Кобилянська","В неділю рано зілля копала-1908",7,29,55,4,12,1,210,"FIC",1908,"1863","RO","NA",0.176848874598071,318
"Ольга Кобилянська","Він і вона-1892",1,0,5,0,1,0,1,"FIC",1892,"1863","RO","NA",0.714285714285714,8
"Ольга Кобилянська","Земля-1901",6,28,73,2,15,1,155,"FIC",1901,"1863","RO","NA",0.266423357664234,280
"Ольга Кобилянська","Людина-1891",1,12,23,1,7,3,59,"FIC",1891,"1863","RO","NA",0.219047619047619,106
"Ольга Кобилянська","Мужик-1895",0,0,0,0,0,0,2,"FIC",1895,"1863","RO","NA",0,2
"Ольга Кобилянська","Осінню-1900",0,0,0,0,0,0,1,"FIC",1900,"1863","RO","NA",0,1
"Ольга Кобилянська","Природа-1887",1,2,7,0,2,0,16,"FIC",1887,"1863","RO","NA",0.259259259259259,28
"Ольга Кобилянська","Сліпець-1902",0,2,1,1,1,0,1,"FIC",1902,"1863","RO","NA",0.166666666666667,12
"Ольга Кобилянська","Сниться-1917",0,0,2,0,0,0,6,"FIC",1917,"1863","RO","NA",0.25,8
"Ольга Кобилянська","Царівна-1895",12,32,187,7,29,4,242,"FIC",1895,"1863","RO","NA",0.373253493013972,513
"Ольга Кобилянська","Через кладку-1940",10,35,152,6,28,4,295,NA,1940,"1863","RO","NA",0.292307692307692,530
"Ольга Кобилянська","Через море-1903",0,0,2,0,0,0,6,"FIC",1903,"1863","RO","NA",0.25,8
"Ольга Компанієць","Обличчя янгола-2003",0,21,8,5,9,8,149,NA,2003,NA,NA,"NA",0.04,200
"Ольга Мак","Киянка Красуня Подолянка-1998",1,0,3,0,1,0,1,NA,1998,"1913","UA-KYV","central",0.6,6
"Ольга Мак","Різдвяні оповідання-1973",2,1,6,1,1,0,23,NA,1973,"1913","UA-KYV","central",0.1875,34
"Ольга Мак","Чудасій-1956",5,59,59,12,18,3,341,NA,1956,"1913","UA-KYV","central",0.119918699186992,497
"Ольга Одлига","Свідчення очевидців Голоду. Том ІІІ-1985",5,40,148,2,3,0,172,NA,1985,NA,NA,"NA",0.405479452054795,1110
"Ольга Х","Свідчення очевидців Голоду. Том І-1985",2,13,20,1,1,0,71,NA,1985,NA,NA,"NA",0.188679245283019,108
"Омелян Заячківський","Волонтер свободи-2000",2,7,12,5,5,6,46,NA,2000,NA,NA,"NA",0.148148148148148,83
"Осип Маковей","Гість з Канади-1914",1,0,4,0,0,0,10,"FIC",1914,NA,NA,"NA",0.285714285714286,15
"Осип Маковей","Ксантипа-1912",0,0,3,0,1,0,4,"FIC",1912,NA,NA,"NA",0.375,8
"Осип Маковей","Як Шевченко шукав роботи-1912",0,2,2,1,2,0,8,"FIC",1912,NA,NA,"NA",0.133333333333333,15
"Осип Назарук","А твоїй матері завиджу або Черчача студенка-1959",2,10,31,0,2,0,44,NA,1959,"1883","UA-TRN-REG","west",0.35632183908046,89
"Осип Назарук","Аве &#34-1959",0,3,2,0,1,0,18,NA,1959,"1883","UA-TRN-REG","west",0.0833333333333333,24
"Осип Назарук","В печері &#34Святої Магдалини&#34-1959",0,4,23,0,4,0,27,NA,1959,"1883","UA-TRN-REG","west",0.396551724137931,58
"Осип Назарук","Осмомисл-1959",2,5,19,0,4,0,24,NA,1959,"1883","UA-TRN-REG","west",0.365384615384615,54
"Осип Назарук","Роксоляна-1929",2,24,63,0,18,2,93,"FIC",1929,"1883","UA-TRN-REG","west",0.315,202
"Осип Турянський","Дума пралісу-1921",1,0,7,0,5,8,15,"FIC",1921,"1888","UA-LVV-REG","west",0.2,36
"Осип Турянський","Поза межами болю-1917",2,2,21,2,5,9,27,"FIC",1917,"1888","UA-LVV-REG","west",0.318181818181818,68
"Осип Турянський","Син землі-1933",0,8,22,2,2,8,52,NA,1933,"1888","UA-LVV-REG","west",0.234042553191489,94
"Остап Вишня","А народ воювати не хоче-1949",0,1,0,0,0,0,2,NA,1949,"1889","UA-PLT-REG","southeast",0,3
"Остап Вишня","Василь Іванович-1950",0,4,1,2,1,0,5,NA,1950,"1889","UA-PLT-REG","southeast",0.0769230769230769,13
"Остап Вишня","Великі ростіть (збірка)-1955",0,16,6,9,2,2,29,NA,1955,"1889","UA-PLT-REG","southeast",0.09375,64
"Остап Вишня","Веселі артисти-1953",0,1,0,0,0,0,0,NA,1953,"1889","UA-PLT-REG","southeast",0,1
"Остап Вишня","Весна-красна (збірка)-1950",5,35,23,16,11,2,151,NA,1950,"1889","UA-PLT-REG","southeast",0.0966386554621849,243
"Остап Вишня","Вовк-1945",0,1,1,1,1,0,6,NA,1945,"1889","UA-PLT-REG","southeast",0.1,10
"Остап Вишня","Геометрія-1952",0,3,0,3,1,0,1,NA,1952,"1889","UA-PLT-REG","southeast",0,8
"Остап Вишня","Дика гуска-1950",0,1,0,0,0,0,4,NA,1950,"1889","UA-PLT-REG","southeast",0,5
"Остап Вишня","Дилда-1948",0,0,0,0,0,0,4,NA,1948,"1889","UA-PLT-REG","southeast",0,4
"Остап Вишня","Драстуйте-1946",0,0,2,1,1,0,3,NA,1946,"1889","UA-PLT-REG","southeast",0.285714285714286,7
"Остап Вишня","Дрохва-1950",0,1,3,1,0,0,9,NA,1950,"1889","UA-PLT-REG","southeast",0.214285714285714,14
"Остап Вишня","Думи мої думи мої-1955",0,14,4,9,3,2,60,NA,1955,"1889","UA-PLT-REG","southeast",0.0434782608695652,92
"Остап Вишня","Дідів прогноз-1947",0,0,2,1,0,0,5,NA,1947,"1889","UA-PLT-REG","southeast",0.25,8
"Остап Вишня","Зенітка-1944",1,1,2,1,1,0,8,NA,1944,"1889","UA-PLT-REG","southeast",0.153846153846154,14
"Остап Вишня","Ленінград і ленінградці-1945",0,0,1,0,0,0,3,NA,1945,"1889","UA-PLT-REG","southeast",0.25,4
"Остап Вишня","Лобогрійка-1948",0,1,3,0,0,0,8,NA,1948,"1889","UA-PLT-REG","southeast",0.25,12
"Остап Вишня","Мисливські усмішки-1956",0,24,25,19,7,4,100,NA,1956,"1889","UA-PLT-REG","southeast",0.139664804469274,179
"Остап Вишня","Моя автобіографія-1955",0,0,0,2,0,0,0,NA,1955,"1889","UA-PLT-REG","southeast",0,2
"Остап Вишня","О так і пишу-1954",0,2,1,3,1,0,3,NA,1954,"1889","UA-PLT-REG","southeast",0.1,10
"Остап Вишня","Од бузини до колодязя-1956",0,0,0,2,0,0,0,NA,1956,"1889","UA-PLT-REG","southeast",0,2
"Остап Вишня","Паралелепіпед-1955",0,0,0,0,0,0,2,NA,1955,"1889","UA-PLT-REG","southeast",0,2
"Остап Вишня","Перепілка-1950",0,2,7,0,0,0,12,NA,1950,"1889","UA-PLT-REG","southeast",0.333333333333333,21
"Остап Вишня","Перший диктант-1955",0,1,0,0,0,0,3,NA,1955,"1889","UA-PLT-REG","southeast",0,4
"Остап Вишня","Походження світу-1928",0,0,0,0,0,0,1,"FIC",1928,"1889","UA-PLT-REG","southeast",0,1
"Остап Вишня","Самостійна дірка (збірка)-1950",0,15,8,11,2,2,39,NA,1950,"1889","UA-PLT-REG","southeast",0.103896103896104,77
"Остап Вишня","Сом-1953",0,3,1,2,0,0,7,NA,1953,"1889","UA-PLT-REG","southeast",0.0769230769230769,13
"Остап Вишня","У ніч під Новий рік-1950",0,0,1,0,0,0,0,NA,1950,"1889","UA-PLT-REG","southeast",1,1
"Остап Вишня","Чукрен-1928",0,0,0,0,0,0,1,"FIC",1928,"1889","UA-PLT-REG","southeast",0,1
"Остап Вишня","Чухраїнці-1928",0,0,0,0,0,0,2,"FIC",1928,"1889","UA-PLT-REG","southeast",0,2
"Остап Вишня","Як варити і їсти суп з дикої качки-1945",0,0,0,0,0,0,3,NA,1945,"1889","UA-PLT-REG","southeast",0,3
"Остап Вишня","Як ми колись учились-1954",0,0,0,1,0,0,5,NA,1954,"1889","UA-PLT-REG","southeast",0,6
"Остап Вишня","Якби моя бабуся встали-1946",2,0,2,0,0,0,3,NA,1946,"1889","UA-PLT-REG","southeast",0.4,7
"Отар Довженко","Квітослава-2004",0,3,9,4,5,2,12,NA,2004,NA,NA,"NA",0.257142857142857,35
"Отар Довженко","Я кохаю музику-2003",0,3,2,4,3,0,17,NA,2003,NA,NA,"NA",0.0689655172413793,29
"Павло Богацький","З пережитого: Спогади-1955",0,2,9,0,0,0,20,NA,1955,"1883","UA-KHME-REG","west",0.290322580645161,31
"Павло Богацький","Трагедія самотньої душі-1950",1,1,1,0,0,0,2,NA,1950,"1883","UA-KHME-REG","west",0.25,5
"Павло Бондаренко","Тінь Люцифера-2004",2,36,41,6,18,18,227,NA,2004,"1970","RU","NA",0.11849710982659,348
"Павло Гай-Нижник","Документальні джерела і матеріали до історії фінансової політики уряду Української Держави-2004",0,0,0,0,0,0,1,NA,2004,"1971","UA-KHME","west",0,1
"Павло Гай-Нижник","Теоретичні засади фінансової системи Української держави у 1917-1919 рр.-1998",0,0,0,0,0,0,4,NA,1998,"1971","UA-KHME","west",0,4
"Павло Гай-Нижник","Фінансова політика уряду Української Держави Гетьмана Павла Скоропадського-2004",0,1,4,0,0,0,274,NA,2004,"1971","UA-KHME","west",0.014336917562724,279
"Павло Загребельний","Євпраксія-1974",11,34,95,31,43,16,211,NA,1974,"1924","UA-PLT-REG","southeast",0.22093023255814,441
"Павло Загребельний","Безслідний Лукас-1986",3,36,79,33,85,15,544,NA,1986,"1924","UA-PLT-REG","southeast",0.0997474747474748,795
"Павло Загребельний","День для прийдешнього-1963",5,77,93,39,51,15,459,NA,1963,"1924","UA-PLT-REG","southeast",0.126702997275204,739
"Павло Загребельний","Диво-1968",2,35,62,28,28,7,237,NA,1968,"1924","UA-PLT-REG","southeast",0.156171284634761,399
"Павло Загребельний","Добрий диявол-1967",5,32,29,29,34,5,167,NA,1967,"1924","UA-PLT-REG","southeast",0.097972972972973,301
"Павло Загребельний","Дума про Невмирущого-1956",0,33,22,21,15,4,180,NA,1956,"1924","UA-PLT-REG","southeast",0.08,275
"Павло Загребельний","З погляду вічності-1969",2,44,46,27,29,9,195,NA,1969,"1924","UA-PLT-REG","southeast",0.131428571428571,352
"Павло Загребельний","Левине серце-1976",4,66,85,33,49,6,354,NA,1976,"1924","UA-PLT-REG","southeast",0.143338954468803,597
"Павло Загребельний","Марево-1955",0,22,25,28,16,12,128,NA,1955,"1924","UA-PLT-REG","southeast",0.108225108225108,231
"Павло Загребельний","Неложними устами (Павло Тичина)-1981",1,11,16,7,4,8,64,NA,1981,"1924","UA-PLT-REG","southeast",0.145454545454545,111
"Павло Загребельний","Переходимо до любові-1970",1,57,54,44,31,5,393,NA,1970,"1924","UA-PLT-REG","southeast",0.0924657534246575,585
"Павло Загребельний","Південний комфорт-1983",3,61,92,65,88,16,470,NA,1983,"1924","UA-PLT-REG","southeast",0.116161616161616,795
"Павло Загребельний","Роксолана-1980",11,60,190,124,86,11,401,NA,1980,"1924","UA-PLT-REG","southeast",0.217889908256881,883
"Павло Загребельний","Смерть у Києві-1972",8,83,154,67,55,13,459,NA,1972,"1924","UA-PLT-REG","southeast",0.18531889290012,839
"Павло Загребельний","Учитель-1957",0,1,0,2,0,0,2,NA,1957,"1924","UA-PLT-REG","southeast",0,5
"Панас Мирний","Голодна воля-1879",0,0,0,0,0,0,2,"FIC",1879,"1849","UA-PLT","southeast",0,2
"Панас Мирний","День на пастівнику-1878",0,0,0,0,0,0,1,"FIC",1878,"1849","UA-PLT","southeast",0,1
"Панас Мирний","Лимерівна-1892",0,0,0,0,0,0,2,"DRA",1892,"1849","UA-PLT","southeast",0,2
"Панас Мирний","Повія-1884",9,149,140,138,34,38,650,"FIC",1884,"1849","UA-PLT","southeast",0.121845082680592,1158
"Панас Мирний","Пригода з Кобзарем-1906",0,1,0,0,0,0,0,"FIC",1906,"1849","UA-PLT","southeast",0,1
"Панас Мирний","Хіба ревуть воли як ясла повні-1875",0,1,0,0,0,0,0,"FIC",1875,"1849","UA-PLT","southeast",0,1
"Панас Мирний","Як ведеться;так і живеться-1878",0,0,0,1,0,0,2,"FIC",1878,"1849","UA-PLT","southeast",0,3
"Панас Саксаганський","Моя праця над роллю-1937",0,0,2,0,0,0,0,NA,1937,"1859","UA-MYK-REG","NA",1,2
"Панас Саксаганський","Театр і життя-1930",0,12,10,4,0,0,90,"MEM",1930,"1859","UA-MYK-REG","NA",0.0862068965517241,116
"Пантелеймон Куліш","Циган (Уривок з казки)-1841",0,0,0,0,0,0,9,"FIC",1841,"1819","UA-SUM-REG","southeast",0,9
"Пантелеймон Куліш","Чорна рада-1845",9,15,28,39,5,7,59,"FIC",1845,"1819","UA-SUM-REG","southeast",0.183006535947712,162
"Петpo Панч","Без козиря-1926",0,10,5,4,11,4,61,"FIC",1926,"1891","UA-HRK-REG","southeast",0.0526315789473684,95
"Петpo Панч","Вовки-1929",0,16,10,4,10,0,39,"FIC",1929,"1891","UA-HRK-REG","southeast",0.126582278481013,79
"Петpo Панч","Голубі ешелони-1927",0,26,11,18,17,2,117,"FIC",1927,"1891","UA-HRK-REG","southeast",0.0575916230366492,191
"Петpo Панч","Муха Макар і його помилка-1930",0,10,4,4,9,0,50,"FIC",1930,"1891","UA-HRK-REG","southeast",0.051948051948052,77
"Петpo Панч","Облога ночі-1932",3,48,57,36,55,2,288,"FIC",1932,"1891","UA-HRK-REG","southeast",0.117283950617284,489
"Петpo Панч","Повість наших днів-1927",0,3,5,4,4,0,28,"FIC",1927,"1891","UA-HRK-REG","southeast",0.113636363636364,44
"Петро Голота","Алькеґаль-1929",0,0,3,4,6,2,15,"FIC",1929,"1901","UA-KRV-REG","central",0.1,30
"Петро Голота","Бруд-1929",0,14,14,4,4,6,82,"FIC",1929,"1901","UA-KRV-REG","central",0.112903225806452,124
"Петро Голота","Далина-1929",1,10,8,5,2,1,105,"FIC",1929,"1901","UA-KRV-REG","central",0.0610687022900763,132
"Петро Голота","Маруся Башличка-1925",0,1,3,2,2,1,9,"FIC",1925,"1901","UA-KRV-REG","central",0.166666666666667,18
"Петро Голота","Розвага-1929",0,15,5,14,10,1,100,"FIC",1929,"1901","UA-KRV-REG","central",0.0344827586206897,145
"Петро Дужий","Степан Бандера - символ Нації-1996",1,1,11,1,0,4,13,NA,1996,"1916","UA-LVV-REG","west",0.366666666666667,31
"Петро Дужий","Українська справа вчора і сьогодні (збірка статтей)-1995",3,2,31,10,0,7,11,NA,1995,"1916","UA-LVV-REG","west",0.508196721311475,64
"Петро Дяченко","Чорні запорожці (Спомини командира 1-го кінного полку Чорних запорожців Армії УНР)-1959",1,10,8,5,7,2,53,NA,1959,"1965","UA-PLT-REG","southeast",0.0941176470588235,86
"Петро Козланюк","Мандрівники-1978",0,4,4,2,0,2,27,NA,1978,NA,NA,"NA",0.102564102564103,39
"Петро Коломієць","День сірої хвилі (збірка)-1984",1,8,17,9,4,4,35,NA,1984,NA,NA,"NA",0.220779220779221,78
"Петро Коломієць","Ескадрон милосердя-1978",0,9,12,2,2,1,25,NA,1978,NA,NA,"NA",0.235294117647059,51
"Петро Масляк","Три сни українця-2000",2,7,26,22,9,4,42,NA,2000,NA,NA,"NA",0.236363636363636,112
"Петро Мірчук","Євген Коновалець. Лідер українського визвольного руху-1958",0,0,1,0,0,0,2,NA,1958,"1913","UA-LVV-REG","west",0.333333333333333,3
"Петро Мірчук","Колїівщина. Гайдамацьке повстання 1768 р-1973",1,0,6,0,1,0,7,NA,1973,"1913","UA-LVV-REG","west",0.428571428571429,15
"Петро Мірчук","Революційний змаг за УССД-1985",1,1,22,0,0,0,32,NA,1985,"1913","UA-LVV-REG","west",0.4,56
"Петро Мірчук","Трагічна перемога-1954",0,1,0,0,0,0,0,NA,1954,"1913","UA-LVV-REG","west",0,1
"Петро Мірчук","Українська Повстанська Армія 1942-1952-1953",1,1,8,0,0,1,4,NA,1953,"1913","UA-LVV-REG","west",0.571428571428571,15
"Петро Мірчук","Українська державність 1917-1920-1967",0,1,1,0,0,0,2,NA,1967,"1913","UA-LVV-REG","west",0.25,4
"Петро Мірчук","Уроки минулого-1953",0,1,0,0,0,0,0,NA,1953,"1913","UA-LVV-REG","west",0,1
"Петро Угляренко","Тривожна ніч-1977",6,41,117,92,70,23,345,NA,1977,"1922","UA-KYV-REG","central",0.170058139534884,694
"Пилип Бабанський","Таємниця Толі Стародуба-1981",0,39,31,15,22,2,157,NA,1981,"1921","UA-PLT-REG","southeast",0.116541353383459,266
"Радій Полонський","Змова безодні-1976",0,12,10,4,3,2,111,NA,1976,"1930","UA-HRK","southeast",0.0704225352112676,142
"Радій Полонський","Між нами Всесвіт-1963",2,51,41,62,28,10,571,NA,1963,"1930","UA-HRK","southeast",0.053735255570118,765
"Раїса Іванченко","Отрута для княгині-1995",2,44,77,51,27,13,202,NA,1995,"1934","UA-DNP-REG","southeast",0.185990338164251,416
"Раїса Іванченко","Сіті життя і смерті-1986",0,0,11,6,3,0,22,NA,1986,"1934","UA-DNP-REG","southeast",0.261904761904762,42
"Ренат Польовий","Кобзарі у моєму житті-2003",0,1,0,1,1,0,0,NA,2003,"1927","RU","NA",0,3
"Ренат Польовий","Кубанська Україна-2002",0,1,3,1,2,0,50,NA,2002,"1927","RU","NA",0.0526315789473684,57
"Робер Мерль","Мальвіль-1975",0,37,54,13,15,9,296,NA,1975,"TRANSL","TRANSL","NA",0.127358490566038,424
"Роман Іваничук","Злодії та Апостоли-2004",0,7,25,11,8,1,33,NA,2004,"1929","UA-IFR","west",0.294117647058824,85
"Роман Іваничук","Мальви-1967",4,14,53,23,12,6,77,NA,1967,"1929","UA-IFR","west",0.286486486486487,189
"Роман Іваничук","Орда-1992",4,19,48,22,16,8,105,NA,1992,"1929","UA-IFR","west",0.220183486238532,222
"Роман Іваничук","Саксаул у пісках-2000",1,12,23,12,5,2,93,NA,2000,"1929","UA-IFR","west",0.156462585034014,148
"Роман Андріяшик","Додому нема вороття-1976",0,0,1,0,1,0,2,NA,1976,"1933","UA-TRN-REG","west",0.25,4
"Роман Андріяшик","Полтва-1969",1,38,33,10,27,6,467,NA,1969,"1933","UA-TRN-REG","west",0.0567986230636833,582
"Роман Коваль","Вище військове керівництво Холодного Яру в 1917-1922 роках-2003",0,0,0,0,0,0,4,NA,2003,"1959","UA-DNC-REG","southeast",0,4
"Роман Коваль","Начерк до історії Холодноярської організації 1917-1922 років-2001",0,0,2,0,2,0,1,NA,2001,"1959","UA-DNC-REG","southeast",0.4,5
"Роман Коваль","Недовге щастя полковника Болбочана-2003",0,0,1,1,2,0,0,NA,2003,"1959","UA-DNC-REG","southeast",0.25,4
"Роман Коваль","Підстави націократії-1994",0,0,15,2,2,0,5,NA,1994,"1959","UA-DNC-REG","southeast",0.625,24
"Роман Коваль","Рейд у вічність-2001",0,0,3,0,0,0,86,NA,2001,"1959","UA-DNC-REG","southeast",0.0337078651685393,89
"Роман Коваль","Ренесанс напередодні трагедії-2003",0,0,6,1,2,1,6,NA,2003,"1959","UA-DNC-REG","southeast",0.375,16
"Роман Коваль","Філософія українства (збірка)-1995",2,1,30,3,1,2,5,NA,1995,"1959","UA-DNC-REG","southeast",0.714285714285714,44
"Роман Мацюк","Галицький інтелектуальний сепаратизм-2003",2,0,6,0,0,0,1,NA,2003,NA,NA,"NA",0.857142857142857,9
"Роман Мацюк","Суржик для інтеліґенції-2004",4,14,87,5,10,2,448,NA,2004,NA,NA,"NA",0.153710247349823,570
"Роман Мацюк","Фантасмагорія десятилітньої метушні-2001",0,0,4,1,4,0,5,NA,2001,NA,NA,"NA",0.285714285714286,14
"Роман Медвідь","Аплікації (збірка)-2003",0,5,13,4,3,2,32,NA,2003,NA,NA,"NA",0.220338983050847,59
"Роман Федорів","Єрусалим на горах-1992",10,22,196,100,64,31,529,NA,1992,"1930","UA-LVV","west",0.208067940552017,952
"Роман Федорів","Ноти для тисячолітньої скрипки-1991",1,12,35,21,16,5,79,NA,1991,"1930","UA-LVV","west",0.208333333333333,169
"Роман Федорів","Сивий вітер-1991",2,1,17,9,10,12,33,NA,1991,"1930","UA-LVV","west",0.207317073170732,84
"Роман Федорів","Три стежки до Вертограда-1991",0,1,19,3,13,0,32,NA,1991,"1930","UA-LVV","west",0.279411764705882,68
"Роман Федорів","Турецький міст-1991",1,3,19,4,2,1,62,NA,1991,"1930","UA-LVV","west",0.208791208791209,92
"Роман Федорів","У пущах карпатських-1991",2,11,18,16,28,1,86,NA,1991,"1930","UA-LVV","west",0.1125,162
"Ростислав Самбук","Крах чорних гномів-1968",2,32,59,9,27,28,283,NA,1968,"1923","BY","NA",0.134703196347032,440
"Ростислав Самбук","Тайна вечеря-1992",2,28,34,36,20,18,173,NA,1992,"1923","BY","NA",0.110032362459547,311
"Ростислав Самбук","Ювелір з вулиці Капуцинів-1966",1,22,39,9,42,28,225,NA,1966,"1923","BY","NA",0.106849315068493,366
"Світлана Пиркало","Зелена Маргарита-2000",0,14,9,1,10,7,72,NA,2000,"1976","UA-PLT","southeast",0.079646017699115,113
"Світлана Пиркало","Не думай про червоне-2004",1,14,30,2,18,2,272,NA,2004,"1976","UA-PLT","southeast",0.0887573964497041,339
"Світлана Поваляєва","Ексгумація міста-2003",0,12,6,0,5,0,50,NA,2003,"1974","UA-KYV","central",0.0821917808219178,73
"Світлана Поваляєва","Замість крові-2003",1,9,12,1,2,0,58,NA,2003,"1974","UA-KYV","central",0.146341463414634,83
"Семен Скляренко","Володимир-1961",2,49,55,18,21,18,226,NA,1961,"1901","UA-PLT-REG","southeast",0.142118863049096,389
"Семен Скляренко","Пролог-1934",1,2,9,22,18,15,59,NA,1934,"1901","UA-PLT-REG","southeast",0.072,126
"Семен Скляренко","Святослав-1958",2,38,79,77,35,32,207,NA,1958,"1901","UA-PLT-REG","southeast",0.168803418803419,470
"Сергій Батурин","ОSТ-2004",0,6,7,3,2,3,59,NA,2004,"1960","UA-KYV","central",0.0875,80
"Сергій Батурин","Охоронець-2002",1,44,21,14,18,8,161,NA,2002,"1960","UA-KYV","central",0.0789473684210526,267
"Сергій Жадан","Депеш Мод-2004",1,38,10,0,20,3,222,NA,2004,"1974","UA-LUH","southeast",0.0341296928327645,294
"Сергій Жигалко","Нарцис і Геркулан-1930",0,1,0,0,1,1,31,"FIC",1930,NA,NA,"NA",0,34
"Сергій Жигалко","Одружіння-1930",0,1,1,0,1,0,3,"FIC",1930,NA,NA,"NA",0.166666666666667,6
"Сергій Мирний","Чорнобильська комедія-2004",0,61,26,4,9,10,232,NA,2004,"1960",NA,"NA",0.0760233918128655,342
"Сергій Пилипенко","«Безпрізвищний». Оповідання ударника-1932",0,1,4,3,5,2,29,"FIC",1932,NA,NA,"NA",0.0909090909090909,44
"Сергій Пилипенко","Джон-Вільям Петерсон-1927",0,0,1,0,1,1,2,"FIC",1927,NA,NA,"NA",0.2,5
"Сергій Пилипенко","Скарб-1930",0,1,4,3,0,1,10,"FIC",1930,NA,NA,"NA",0.210526315789474,19
"Сергій Пилипенко","Спец-репортер-1924",0,0,1,0,0,0,2,"FIC",1924,NA,NA,"NA",0.333333333333333,3
"Сергій Пилипенко","Чув'яки-1928",0,0,1,0,0,0,1,"FIC",1928,NA,NA,"NA",0.5,2
"Сергій Робітницький","Серед неправди на землі. Наша сімя-2001",0,9,13,7,5,7,28,NA,2001,NA,NA,"NA",0.188405797101449,69
"Сергій Ухачевський","Чужа гра-2002",0,70,17,6,46,17,365,NA,2002,"1966","UA-TRN","west",0.0326295585412668,521
"Соломія Павличко","Теорія літератури-1999",6,3,28,2,3,1,27,NA,1999,"1958","UA-LVV","west",0.4375,70
"Софія Андрухович","Літо Мілени-2003",0,3,5,4,5,1,32,NA,2003,"1982","UA-IFR","west",0.1,50
"Софія Парфанович","Вірний приятель. Оповідання з життя домашнього кота-1961",1,2,17,1,9,6,40,NA,1961,"1898","UA-LVV","west",0.226666666666667,76
"Софія Парфанович","Загоріла полонина-1948",0,1,4,1,2,0,13,NA,1948,"1898","UA-LVV","west",0.19047619047619,21
"Софія Парфанович","Карусь і ми-1966",3,4,54,2,21,5,63,NA,1966,"1898","UA-LVV","west",0.36241610738255,152
"Софія Парфанович","Люди і тварини-1969",2,4,36,3,22,15,51,NA,1969,"1898","UA-LVV","west",0.274809160305344,133
"Софія Парфанович","На схрещених дорогах-1963",1,1,27,6,6,9,32,NA,1963,"1898","UA-LVV","west",0.333333333333333,82
"Софія Парфанович","Такий він був...-1964",3,3,20,0,13,10,20,NA,1964,"1898","UA-LVV","west",0.303030303030303,69
"Софія Парфанович","У Києві в 1940 році-1950",1,1,3,8,2,1,11,NA,1950,"1898","UA-LVV","west",0.115384615384615,27
"Софія Парфанович","У лісничівці-1954",1,4,15,1,12,2,30,NA,1954,"1898","UA-LVV","west",0.234375,65
"Софія Парфанович","Чарівна діброва-1964",1,0,30,1,11,6,32,NA,1964,"1898","UA-LVV","west",0.375,81
"Софія Тобілевіч","Корифеї українського театру-1947",0,0,0,1,0,0,0,NA,1947,NA,NA,"NA",0,1
"Софія Тобілевіч","Мої стежки і зустрічі-1953",3,6,18,9,5,12,25,NA,1953,NA,NA,"NA",0.24,78
"Софія Яблонська","Книга про батька-1967",2,12,81,4,27,2,99,NA,1967,"1907","UA-LVV","west",0.36,227
"Спиридон Добровольський","Залізний кінь-1928",2,18,20,29,9,8,110,"FIC",1928,"1894","UA-KRV-REG","central",0.103092783505155,196
"Спиридон Черкасенко","Маленький горбань-1912",0,2,2,0,1,0,16,"FIC",1912,NA,NA,"NA",0.0952380952380952,21
"Станіслав Стеценко","Чорна акула в червоній воді-1993",0,25,23,6,49,12,166,NA,1993,NA,NA,"NA",0.0818505338078292,281
"Степан Васильченко","Басурмен-1919",0,1,1,0,0,0,2,"FIC",1919,"1879","UA-CRG","central",0.25,4
"Степан Васильченко","З самого початку-1910",0,0,1,0,2,0,5,"FIC",1910,"1879","UA-CRG","central",0.125,8
